qid,type,question,gold,prediction,em,f1,chain_complete,gap_type,gold_entity_count,gold_entity_coverage,gold_pair_count,gold_pair_recall,gold_relation_recall,gold_pair_complete,gold_relation_complete,gold_evidence_nodes_connected,matched_gold_entities,missing_gold_entities,repair_attempted,repair_outcome,repair_triples_extracted,repair_triples_added,repair_llm_calls
ce9c3713087e11ebbd6bac1f6bf848b6,bridge_comparison,"Which film has the producer died first, The Flame Barrier or The Famous Mrs. Fair?",The Famous Mrs. Fair,The Famous Mrs. Fair,1.0,1.0,True,complete,7,0.8571428571428571,4,0.25,0.0,False,False,False,"Arthur Gardner | December 19, 2014 | Louis B. Mayer | October 29, 1957 | The Famous Mrs. Fair | The Flame Barrier",Arthur Gardner (producer),False,not_attempted,0,0,0
9132b8d80bda11eba7f7acde48001122,compositional,Who is the spouse of the director of film La Belle Captive?,Catherine Robbe-Grillet,Catherine Robbe-Grillet,1.0,1.0,True,complete,3,1.0,2,1.0,0.0,True,False,True,Alain Robbe-Grillet | Catherine Robbe-Grillet | La Belle captive,,False,not_attempted,0,0,0
7f46db180bda11eba7f7acde48001122,compositional,What is the place of birth of the director of film The Great Sensation?,"Tripp County, South Dakota","Tripp County, South Dakota",1.0,1.0,True,complete,3,1.0,2,1.0,0.0,True,False,True,"Jay Marchant | The Great Sensation | Tripp County, South Dakota",,False,not_attempted,0,0,0
0c55bf3e0bda11eba7f7acde48001122,compositional,What nationality is Charles The Younger's father?,Carolingian Empire,Frankish,0.0,0.0,False,missing_entities,3,1.0,2,1.0,0.5,True,False,True,Carolingian Empire | Charlemagne | Charles the Younger,,True,repair_residual_gap,45,45,6
5ca68dee08b811ebbd88ac1f6bf848b6,comparison,"Who was born first, Hugo Lusardi or Juan José López-Ibor Aliño?",Juan José López-Ibor Aliño,Juan José López-Ibor Aliño,1.0,1.0,True,complete,4,0.75,2,0.5,0.0,False,False,False,17 August 1982 | 17 December 1941 | Juan José López-Ibor Aliño,Hugo Lusardi,True,repair_to_complete,5,5,1
9a93aae20bdd11eba7f7acde48001122,compositional,What nationality is Elizabeth Of Rhuddlan's father?,England,English,0.0,0.0,False,missing_entities,3,0.6666666666666666,2,0.0,0.0,False,False,False,Edward I | Elizabeth of Rhuddlan,England,True,repair_residual_gap,25,25,2
4aee95dc0bd911eba7f7acde48001122,compositional,Where was the director of film Meet Me On Broadway born?,New York,"New York, New York",0.0,0.6667,False,missing_entities,3,1.0,2,1.0,0.0,True,False,True,Leigh Jason | Meet Me on Broadway | New York,,True,repair_residual_gap,30,30,2
5a9ca2660bda11eba7f7acde48001122,compositional,Which country the director of film Heatseeker (Film) is from?,America,United States,0.0,0.0,True,complete,3,0.6666666666666666,2,0.5,0.0,False,False,False,Albert Pyun | Heatseeker,America,True,repair_to_complete,4,4,2
143e7bfe0bdb11eba7f7acde48001122,compositional,Where was the father of R. Whidden Ganong born?,"St. Stephen, New Brunswick",St. Stephen,0.0,0.6667,True,complete,3,1.0,2,0.5,0.0,False,False,True,"Arthur D. Ganong | Rendol Whidden Ganong | St. Stephen, New Brunswick",,False,not_attempted,0,0,0
583b8ccc0bd911eba7f7acde48001122,compositional,When did Philip Muntz's father die?,30 July 1857,30 July 1857,1.0,1.0,True,complete,3,1.0,2,0.0,0.0,False,False,True,30 July 1857 | George Frederic Muntz | Sir Philip Albert Muntz,,True,repair_to_complete,22,22,1
61e5f936086d11ebbd62ac1f6bf848b6,bridge_comparison,"Which film has the director who was born first, Wild Harvest or Thunder In The Night?",Thunder In The Night,Thunder In The Night,1.0,1.0,False,missing_entities,7,1.0,4,0.75,0.25,False,False,False,"George Archainbaud | June 13, 1894 | May 7, 1890 | Tay Garnett | Thunder In The Night | Thunder in the Night | Wild Harvest",,True,repair_residual_gap,48,48,7
bdc1a262089c11ebbd78ac1f6bf848b6,comparison,Were Don Leo Jonathan and Richard F. Kneip of the same nationality?,yes,yes,1.0,1.0,True,complete,5,0.4,2,0.0,0.0,False,False,False,American | Don Leo Jonathan,Richard F. Kneip | United States | yes,True,repair_to_complete,8,8,1
9575367b091111ebbdadac1f6bf848b6,comparison,"Did the movies Vendetta Di Zingara and For A Few Extra Dollars, originate from the same country?",yes,yes,1.0,1.0,False,missing_entities,4,0.5,2,0.0,0.0,False,False,False,For a Few Extra Dollars | Vendetta di zingara,Italian | yes,True,repair_residual_gap,30,30,6
22d0830d087911ebbd67ac1f6bf848b6,bridge_comparison,"Which film has the director who died earlier, Love That Brute or Laughing Heirs?",Laughing Heirs,Laughing Heirs,1.0,1.0,True,complete,6,1.0,4,0.75,0.0,False,False,False,"26 March 1957 | Alexander Hall | July 30, 1968 | Laughing Heirs | Love That Brute | Max Ophüls",,False,not_attempted,0,0,0
7d94852a08cb11ebbd92ac1f6bf848b6,bridge_comparison,"Which film has the director died first, Hit Parade Of 1943 or Mr. Reeder In Room 13?",Mr. Reeder In Room 13,Mr. Reeder In Room 13,1.0,1.0,False,missing_entities,7,0.8571428571428571,4,0.75,0.25,False,False,False,2 June 1964 | Albert S. Rogell | Hit Parade of 1943 | Mr. Reeder In Room 13 | Mr. Reeder in Room 13 | Norman Lee,"April 7, 1988",True,repair_residual_gap,42,42,3
a4244c3d093811ebbdaeac1f6bf848b6,comparison,"Which film came out first, The Ex-Wife Of My Life or Wrangler'S Roost?",Wrangler'S Roost,Wrangler'S Roost,1.0,1.0,False,missing_entities,5,0.4,2,0.0,0.0,False,False,False,Wrangler'S Roost | Wrangler's Roost,1941 | 2005 | The Ex-Wife of My Life,True,repair_residual_gap,60,60,8
b77d6f620bdd11eba7f7acde48001122,compositional,Which country Prince Mircea Of Romania's father is from?,Germany,Romania,0.0,0.0,False,missing_entities,4,0.75,2,0.0,0.0,False,False,False,Ferdinand I of Romania | Ferdinand of Romania | Prince Mircea of Romania,Germany,True,repair_residual_gap,31,31,2
7abdcf720bdd11eba7f7acde48001122,compositional,What is the place of birth of the director of film Two-Gun Caballero?,"Memphis, Tennessee","Memphis, Tennessee",1.0,1.0,True,complete,3,1.0,2,1.0,0.0,True,False,True,"Jack Nelson | Memphis, Tennessee | Two-Gun Caballero",,False,not_attempted,0,0,0
039ffd260bdc11eba7f7acde48001122,compositional,Who is the spouse of the director of film Looking For Hortense?,Sophie Fillières,Sophie Fillières,1.0,1.0,False,missing_entities,3,1.0,2,1.0,0.0,True,False,True,Looking for Hortense | Pascal Bonitzer | Sophie Fillières,,True,repair_residual_gap,8,8,2
f1caf470088411ebbd6dac1f6bf848b6,bridge_comparison,"Which film whose director is younger, Private Information or My Family'S Beautiful!?",My Family'S Beautiful!,My Family'S Beautiful!,1.0,1.0,True,complete,7,1.0,4,0.75,0.0,False,False,False,"6 October 1910 | Fergus McDonell | March 8, 1942 | My Family'S Beautiful! | My Family's Beautiful! | Palito Ortega | Private Information",,False,not_attempted,0,0,0
ffc9a84108da11ebbd9cac1f6bf848b6,bridge_comparison,"Which film has the director who died later, Panam Paduthum Padu or Secret Enemies?",Panam Paduthum Padu,Panam Paduthum Padu,1.0,1.0,True,complete,6,1.0,4,1.0,0.25,True,False,False,"21 October 2002 | Benjamin Stoloff | Panam Paduthum Padu | Secret Enemies | September 8, 1960 | Y. R. Swamy",,False,not_attempted,0,0,0
294c0f8408b611ebbd88ac1f6bf848b6,bridge_comparison,"Which film has the director died earlier, The Heiress At Coffee Dan'S or The Heart Of The Matter (Film)?",The Heiress At Coffee Dan'S,The Heiress At Coffee Dan'S,1.0,1.0,False,missing_entities,8,0.75,4,0.5,0.0,False,False,False,18 March 1982 | Edward Dillon | George More O'Ferrall | The Heart of the Matter (film) | The Heiress At Coffee Dan'S | The Heiress at Coffee Dan's,"Edward Dillon (actor) | July 11, 1933",True,repair_residual_gap,25,25,4
90d48f160bd911eba7f7acde48001122,compositional,Who is the spouse of the director of film Shaadi Ka Laddoo?,Mandira Bedi,Mandira Bedi,1.0,1.0,True,complete,3,1.0,2,1.0,0.0,True,False,True,Mandira Bedi | Raj Kaushal | Shaadi Ka Laddoo,,False,not_attempted,0,0,0
d17b3e17085511ebbd59ac1f6bf848b6,comparison,Who was born first out of Nikolajs Maskaļenko and Brodie Van Wagenen?,Brodie Van Wagenen,California. Brodie Van Wagenen,0.0,0.8571,True,complete,4,1.0,2,1.0,0.0,True,False,False,"11 February 1993 | Brodie Van Wagenen | March 9, 1974 | Nikolajs Maskaļenko",,False,not_attempted,0,0,0
8c2d83600bdd11eba7f7acde48001122,compositional,Where was the place of death of the composer of song The Old Master Painter?,Nashville,"Nashville, Tennessee",0.0,0.6667,True,complete,3,1.0,2,0.5,0.0,False,False,False,Beasley Smith | Nashville | The Old Master Painter,,True,repair_to_complete,31,31,5
d05e67b408c411ebbd8eac1f6bf848b6,bridge_comparison,"Which film has the director who was born first, Women He'S Undressed or The King'S Stamp?",The King'S Stamp,The King'S Stamp,1.0,1.0,True,complete,7,1.0,4,0.5,0.0,False,False,False,18 December 1950 | 28 February 1908 | Gillian Armstrong | The King'S Stamp | The King's Stamp | William Coldstream | Women He's Undressed,,False,not_attempted,0,0,0
ad9a2b6e085111ebbd58ac1f6bf848b6,bridge_comparison,"Which film has the director born first, Betrayal From The East or The Magnificent Beast?",Betrayal From The East,Betrayal From The East,1.0,1.0,False,missing_entities,8,0.75,4,0.25,0.0,False,False,False,"Betrayal From The East | Betrayal from the East | Chano Urueta | February 24, 1904 | William A. Berke | William Berke","October 3, 1903 | The Magnificent Beast",True,repair_residual_gap,47,47,8
f095f7e408d911ebbd9cac1f6bf848b6,bridge_comparison,"Which film has the director died first, Oh, Mr Porter! or An Unforgettable Summer?","Oh, Mr Porter!","Oh, Mr Porter!",1.0,1.0,True,complete,6,0.8333333333333334,4,0.75,0.25,False,False,False,"16 May 2018 | An Unforgettable Summer | Lucian Pintilie | Marcel Varnel | Oh, Mr Porter!",13 July 1947,False,not_attempted,0,0,0
c5e4c82a0bdd11eba7f7acde48001122,compositional,Which country Konrad Wolf's father is from?,East Germany,Germany,0.0,0.6667,True,complete,3,0.6666666666666666,2,0.5,0.0,False,False,False,Friedrich Wolf | Konrad Wolf,East Germany,True,repair_to_complete,19,19,5
3bee1660089911ebbd77ac1f6bf848b6,bridge_comparison,"Which film has the director who was born earlier, Una Storia D'Amore (1969 Film) or Ta Chvíle, Ten Okamžik?","Ta Chvíle, Ten Okamžik","Ta Chvíle, Ten Okamžik",1.0,1.0,True,complete,7,0.7142857142857143,4,0.5,0.25,False,False,False,"23 April 1922 | Jiří Sequens | Michele Lupo | Ta Chvíle, Ten Okamžik | Ta chvíle, ten okamžik",4 December 1932 | Una storia d'amore (1969 film),False,not_attempted,0,0,0
1ad2a7c20bdd11eba7f7acde48001122,compositional,Where was the performer of song In Heaven born?,"Missoula, Montana",Not specified,0.0,0.0,False,missing_entities,3,0.3333333333333333,2,0.0,0.0,False,False,False,David Lynch,"In Heaven | Missoula, Montana",True,repair_residual_gap,13,13,1
20396bdc0bde11eba7f7acde48001122,compositional,"When did Salvador Bermúdez De Castro, 2Nd Duke Of Ripalda's father die?",11 March 1870,1870,0.0,0.5,False,missing_entities,4,0.75,2,0.5,0.0,False,False,False,11 March 1870 | Manuel Bermudez de Castro y Diez | Manuel Bermúdez de Castro y Díez,"Salvador Bermúdez de Castro, 2nd Duke of Ripalda",True,repair_residual_gap,37,37,7
e2c1f3520bae11ebab90acde48001122,inference,Who is William Stanley (Battle Of Bosworth)'s mother?,Joan Goushill,Joan Goushill,1.0,1.0,False,missing_entities,4,0.75,2,0.5,0.0,False,False,False,"Joan Goushill | Thomas Stanley, 1st Earl of Derby | William Stanley",Thomas Stanley,True,repair_residual_gap,0,0,1
a64e32e20bda11eba7f7acde48001122,compositional,Where did the composer of song Moonlight Bay die?,New York,New York City,0.0,0.8,True,complete,3,0.6666666666666666,2,0.0,0.0,False,False,False,On Moonlight Bay | Percy Wenrich,New York,False,not_attempted,0,0,0
284eb220091611ebbdaeac1f6bf848b6,comparison,"Which album was released first, Born Villain or La La La Love Thang?",La La La Love Thang,La La La Love Thang,1.0,1.0,True,complete,4,0.75,2,0.5,0.0,False,False,False,"Born Villain | December 2, 1996 | La La La Love Thang",2012,True,repair_to_complete,19,19,1
61e66a28086911ebbd5eac1f6bf848b6,comparison,Are The Finches and She Drew The Gun both from the same country?,no,no,1.0,1.0,False,missing_entities,5,0.4,2,0.0,0.0,False,False,False,She Drew the Gun | The Finches,American | England | no,True,repair_residual_gap,54,54,7
480ca2c0084e11ebbd56ac1f6bf848b6,comparison,"Who is younger, Harald Ludvig Westergaard or Brackin Karauria-Henry?",Brackin Karauria-Henry,Brackin Karauria-Henry,1.0,1.0,False,short_chain,4,0.75,2,0.5,0.0,False,False,False,31 July 1988 | Brackin Karauria-Henry | Harald Ludvig Westergaard,"April 19, 1853",False,not_attempted,0,0,0
2b9528860bde11eba7f7acde48001122,compositional,Where was the father of Marianus V Of Arborea born?,Sardinia,Genoa,0.0,0.0,True,complete,3,0.6666666666666666,2,0.0,0.0,False,False,False,Brancaleone Doria | Sardinia,Marianus V of Arborea,True,repair_to_complete,23,23,1
dc5e6f8a0bdc11eba7f7acde48001122,compositional,Where was the place of burial of Adolphe-Philippe Caron's father?,Cimetière Notre-Dame-de-Belmont,Cimetière Notre-Dame-de-Belmont,1.0,1.0,True,complete,3,1.0,2,1.0,0.0,True,False,True,Cimetière Notre-Dame-de-Belmont | René-Édouard Caron | Sir Joseph-Philippe-René-Adolphe Caron,,False,not_attempted,0,0,0
945447800bd911eba7f7acde48001122,compositional,"When is James Stanley, 10Th Earl Of Derby's father's birthday?",19 January 1628,19 January 1628,1.0,1.0,False,missing_entities,3,0.6666666666666666,2,0.5,0.0,False,False,False,"Charles Stanley, 8th Earl of Derby | James Stanley, 10th Earl of Derby",19 January 1628,True,repair_residual_gap,51,51,7
9afde7fe0bdd11eba7f7acde48001122,compositional,Where did Alden B. Dow's father study?,Case,Case School of Applied Science,0.0,0.3333,True,complete,3,0.6666666666666666,2,0.5,0.0,False,False,False,Alden B. Dow | Herbert Henry Dow,Case,False,not_attempted,0,0,0
3458c05c0bdb11eba7f7acde48001122,compositional,Which country Haya Bint Hussein's husband is from?,United Arab Emirates,United Arab Emirates,1.0,1.0,True,complete,3,0.3333333333333333,2,0.0,0.0,False,False,False,Sheikh Mohammed bin Rashid Al Maktoum,Haya bint Hussein | United Arab Emirates,True,repair_to_complete,18,18,1
53df937208ae11ebbd83ac1f6bf848b6,bridge_comparison,"Which film has the director born later, The Abyss or Going Hollywood?",The Abyss,The Abyss,1.0,1.0,True,complete,6,0.8333333333333334,4,0.25,0.0,False,False,False,"August 16, 1954 | Going Hollywood | James Cameron | Raoul Walsh | The Abyss","March 11, 1887",False,not_attempted,0,0,0
aabc42040baf11ebab90acde48001122,inference,Who is the paternal grandfather of Alexios Komnenos (Son Of Andronikos I)?,Isaac Komnenos,Isaac Komnenos,1.0,1.0,True,complete,3,1.0,2,1.0,0.0,True,False,True,Alexios Komnenos | Andronikos I Komnenos | Isaac Komnenos,,False,not_attempted,0,0,0
48ee55a4086b11ebbd5fac1f6bf848b6,bridge_comparison,"Which film has the director who was born later, Alice Of Wonderland In Paris or The Roundabouts Of Handsome Karl?",Alice Of Wonderland In Paris,Alice Of Wonderland In Paris,1.0,1.0,False,missing_entities,7,0.8571428571428571,4,0.5,0.25,False,False,False,"Alice Of Wonderland In Paris | Alice of Wonderland in Paris | August 8, 1924 | Carl Froelich | Gene Deitch | The Roundabouts of Handsome Karl",5 September 1875,True,repair_residual_gap,31,31,5
27051c6a0baf11ebab90acde48001122,inference,Who is Eudocia (Daughter Of Valentinian Iii)'s sibling-in-law?,Olybrius,Olybrius,1.0,1.0,True,complete,3,1.0,2,0.5,0.0,False,False,True, Eudocia | Olybrius | Placidia,,False,not_attempted,0,0,0
c467dc5e08f311ebbdaaac1f6bf848b6,comparison,Who was born first out of Felix Cicaterri and Rajiv Gandhi?,Felix Cicaterri,Felix Cicaterri,1.0,1.0,True,complete,4,0.5,2,0.0,0.0,False,False,False,Felix Cicaterri | Rajiv Gandhi,"20 August 1944 | July 3, 1804",False,not_attempted,0,0,0
e715b66708be11ebbd8aac1f6bf848b6,comparison,Did Larry Godfrey and Barbara Strang share the same nationality?,yes,yes,1.0,1.0,True,complete,4,0.5,2,0.5,0.0,False,False,False,Barbara Strang | British,Larry Godfrey | yes,True,repair_to_complete,7,7,1
18ef81360bde11eba7f7acde48001122,compositional,Where was the director of film A Winter Of Cyclists born?,Irish,Ireland,0.0,0.0,False,missing_entities,3,1.0,2,0.5,0.0,False,False,False,A Winter of Cyclists | Irish | Mike Prendergast,,True,repair_residual_gap,50,50,5
cff95a4108b011ebbd85ac1f6bf848b6,bridge_comparison,"Which film has the director who is older than the other, Melody Of Murder or City Of Blood? ",Melody Of Murder,Melody Of Murder,1.0,1.0,False,missing_entities,7,1.0,4,0.75,0.0,False,False,False,"30 August 1889 | April 28, 1962 | Bodil Ipsen | City of Blood | Darrell Roodt | Melody Of Murder | Melody of Murder",,True,repair_residual_gap,23,23,3
1b365e5e0bdb11eba7f7acde48001122,compositional,Where was the director of film In The Soup (1936 Film) born?,"Weston-super-Mare, Somerset",Weston-super-Mare,0.0,0.6667,False,missing_entities,3,0.6666666666666666,2,0.5,0.0,False,False,False,Henry Edwards | In the Soup,"Weston-super-Mare, Somerset",True,repair_residual_gap,8,8,1
b0dd21c00bdd11eba7f7acde48001122,compositional,Where does Bernard Tschumi's father work at?,École polytechnique fédérale de Lausanne,École Polytechnique Fédérale de Lausanne,1.0,1.0,True,complete,3,1.0,2,0.5,0.0,False,False,True,Bernard Tschumi | Jean Tschumi | École polytechnique fédérale de Lausanne,,False,not_attempted,0,0,0
12ec263c0bdd11eba7f7acde48001122,compositional,When was Prince Frederick William Of Solms-Braunfels's wife born?,3 March 1778,3 March 1778,1.0,1.0,False,missing_entities,3,1.0,2,0.5,0.5,False,False,True,3 March 1778 | Frederica of Mecklenburg-Strelitz | Prince Frederick William of Solms-Braunfels,,True,repair_residual_gap,29,29,2
65f3cbfd096711ebbdafac1f6bf848b6,comparison,Are both On A Magical Night and The Mongols (Film) from the same country?,yes,no,0.0,0.0,True,complete,5,0.2,3,0.0,0.0,False,False,False,On a Magical Night,French | Italian | The Mongols (film) | yes,False,not_attempted,0,0,0
dd41d993086b11ebbd60ac1f6bf848b6,bridge_comparison,"Which film has the director died earlier, L'Arbre, Le Maire Et La Médiathèque or Sette Giorni All'Altro Mondo?",Sette Giorni All'Altro Mondo,Sette Giorni All'Altro Mondo,1.0,1.0,False,missing_entities,7,0.42857142857142855,4,0.25,0.0,False,False,False,11 January 2010 | Mario Mattoli | Éric Rohmer,"26 February 1980 | L'Arbre, le maire et la médiathèque | Sette Giorni All'Altro Mondo | Sette giorni all'altro mondo",True,repair_residual_gap,9,9,2
8cbad32c08d711ebbd9aac1f6bf848b6,bridge_comparison,"Are the directors of both films The Great Profile and Kim Kardashian, Superstar from the same country?",yes,未知,0.0,0.0,True,complete,6,0.8333333333333334,4,0.5,0.0,False,False,False,"American | Kim Kardashian, Superstar | Ray J | The Great Profile | Walter Lang",yes,False,not_attempted,0,0,0
366208cb089511ebbd75ac1f6bf848b6,bridge_comparison,"Which film whose director is younger, Vendredi Soir or El Santo De La Espada?",Vendredi Soir,Vendredi Soir,1.0,1.0,True,complete,7,1.0,4,1.0,0.0,True,False,False,21 April 1946 | 5 May 1924 | Claire Denis | El Santo de la Espada | Leopoldo Torre Nilsson | Vendredi Soir | Vendredi soir,,False,not_attempted,0,0,0
0fb43d6a0bdd11eba7f7acde48001122,compositional,Who is the spouse of the director of film Marianne And Juliane?,Volker Schlöndorff,Volker Schlöndorff,1.0,1.0,True,complete,3,1.0,2,1.0,0.0,True,False,True,Margarethe von Trotta | Marianne and Juliane | Volker Schlöndorff,,True,repair_to_complete,13,13,2
c624d5280bdd11eba7f7acde48001122,compositional,What is the place of birth of Gwladys's husband?,Gwynllwg,South Wales,0.0,0.0,True,complete,3,0.3333333333333333,2,0.0,0.0,False,False,False,Gwynllwg,Gwladys | Gwynllyw,True,repair_to_complete,13,13,1
49ec1ade0bdd11eba7f7acde48001122,compositional,"Where did the director of film My Heidelberg, I Can Not Forget You die?",Argentina,Argentina,1.0,1.0,False,missing_entities,3,1.0,2,1.0,0.5,True,False,True,"Argentina | James Bauer | My Heidelberg, I Can Not Forget You",,True,repair_residual_gap,41,41,6
fa5c2aa80bdd11eba7f7acde48001122,compositional,Where did the composer of film Rajaratha graduate from?,Vidya Vikas Institute of Engineering & Technology (VVIET),Vidya Vikas Institute,0.0,0.6,False,disconnected,3,1.0,2,1.0,0.0,True,False,True,Anup Bhandari | Rajaratha | Vidya Vikas Institute of Engineering & Technology (VVIET),,True,repair_residual_gap,7,7,1
60f247280bdb11eba7f7acde48001122,compositional,What is the place of birth of the director of film Yoogan?,Kovilpatti,Kovilpatti,1.0,1.0,True,complete,3,1.0,2,1.0,0.0,True,False,True,Kamal G | Kovilpatti | Yoogan,,False,not_attempted,0,0,0
00f948500bde11eba7f7acde48001122,compositional,Where was the director of film Bulletproof Heart (Film) born?,El Cajon,"El Cajon, California",0.0,0.8,False,short_chain,3,0.6666666666666666,2,0.5,0.0,False,False,False,Bulletproof Heart | Mark Malone,El Cajon,False,not_attempted,0,0,0
0083038e0bde11eba7f7acde48001122,compositional,Where did Prince Ferdinand Of Bavaria's mother die?,Munich,Schloss Nymphenburg,0.0,0.0,False,missing_entities,3,1.0,2,1.0,0.5,True,False,True,Infanta María de la Paz of Spain | Infante Ferdinand of Bavaria | Munich,,True,repair_residual_gap,12,12,2
9cf73a920bdd11eba7f7acde48001122,compositional,What is the place of birth of Patricia Kennedy Lawford's father?,Boston,"East Boston, Massachusetts",0.0,0.5,True,complete,3,0.3333333333333333,2,0.0,0.0,False,False,False,Patricia Helen Kennedy Lawford,Boston | Joseph P. Kennedy,False,not_attempted,0,0,0
d0d400bc0bdc11eba7f7acde48001122,compositional,When is the director of film The Last Dragon 's birthday?,"November 10, 1938",1938,0.0,0.5,True,complete,3,1.0,2,1.0,0.0,True,False,True,"Michael Schultz | November 10, 1938 | The Last Dragon",,False,not_attempted,0,0,0
82043b7c0bdd11eba7f7acde48001122,compositional,"Which country Luís Of Portugal, Duke Of Beja's mother is from?",Spanish,Spain,0.0,0.0,False,missing_entities,3,0.6666666666666666,2,0.5,0.0,False,False,False,"Luís of Portugal, Duke of Beja | Maria of Aragon",Spanish,True,repair_residual_gap,36,36,3
8ee8432c0bda11eba7f7acde48001122,compositional,When did Cristina Rodríguez (Noble)'s father die?,10 July 1099,10 July 1099,1.0,1.0,True,complete,3,0.6666666666666666,2,0.5,0.0,False,False,False,Cristina Rodríguez | El Cid,10 July 1099,True,repair_to_complete,17,17,4
6439bf4508be11ebbd8aac1f6bf848b6,bridge_comparison,"Which film has the director born later, Paris Interlude or Mystery, Alaska?","Mystery, Alaska","Mystery, Alaska",1.0,1.0,True,complete,6,0.8333333333333334,4,0.5,0.0,False,False,False,"Edwin L. Marin | Jay Roach | June 14, 1957 | Mystery, Alaska | Paris Interlude","February 21, 1899",False,not_attempted,0,0,0
0dc3d0280bde11eba7f7acde48001122,compositional,Which country Behter's father is from?,Khamag Mongol,Mongolia,0.0,0.0,False,disconnected,3,0.6666666666666666,2,0.5,0.0,False,False,False,Behter | Yesugei,Khamag Mongol,True,repair_residual_gap,15,15,3
6246a517084c11ebbd56ac1f6bf848b6,bridge_comparison,"Which film has the director died later, The True Story Of Eskimo Nell or Flame Of Stamboul?",The True Story Of Eskimo Nell,The True Story Of Eskimo Nell,1.0,1.0,False,missing_entities,8,0.75,4,0.5,0.0,False,False,False,11 July 2007 | Flame of Stamboul | Ray Nazarro | Richard Franklin | The True Story Of Eskimo Nell | The True Story of Eskimo Nell,"Richard Franklin (director) | September 8, 1986",True,repair_residual_gap,51,51,7
71bf184e0bde11eba7f7acde48001122,compositional,Where was the place of death of Dmitri Sheremetev's father?,Moscow,Kuskovo,0.0,0.0,True,complete,3,0.6666666666666666,2,0.5,0.0,False,False,False,Dmitri Nikolaevich Sheremetev | Nikolai Sheremetev,Moscow,True,repair_to_complete,9,9,1
a87474d20bda11eba7f7acde48001122,compositional,What is the place of birth of the director of film The Grasp Of Greed?,New Brunswick,unsupported,0.0,0.0,False,missing_entities,4,0.75,2,0.5,0.0,False,False,False,Joe De Grasse | Joseph Louis De Grasse | The Grasp of Greed,New Brunswick,True,repair_residual_gap,14,14,2
ff7fc86c0bda11eba7f7acde48001122,compositional,What nationality is Sukhumala Marasri's father?,Siam,Thai,0.0,0.0,True,complete,3,1.0,2,0.5,0.0,False,False,False,Mongkut | Siam | Sukhumala Marasri,,False,not_attempted,0,0,0
1815632c0bdc11eba7f7acde48001122,compositional,Which country the director of film Vendetta (1986 Film) is from?,New Zealand,United States,0.0,0.0,True,complete,3,0.6666666666666666,2,0.5,0.0,False,False,False,Bruce Logan | Vendetta,New Zealand,True,repair_to_complete,10,10,2
a3939d3b08a111ebbd79ac1f6bf848b6,comparison,"Which film was released more recently, Girl Slaves Of Morgana Le Fay or Strawberry Shortcake: Rockaberry Roll?",Strawberry Shortcake: Rockaberry Roll,Strawberry Shortcake: Rockaberry Roll,1.0,1.0,False,missing_entities,4,0.5,2,0.0,0.0,False,False,False,Girl Slaves of Morgana Le Fay | Strawberry Shortcake: Rockaberry Roll,1971 | 2008,True,repair_residual_gap,42,42,7
d4bac26008fd11ebbdadac1f6bf848b6,comparison,"Which film was released more recently, Son Of France or Switchmas?",Switchmas,Switchmas,1.0,1.0,False,missing_entities,4,0.75,2,0.5,0.0,False,False,False,1946 | Son of France | Switchmas,2012,True,repair_residual_gap,52,52,7
065b409008d311ebbd96ac1f6bf848b6,bridge_comparison,"Which film has the director who was born later, The Brand Of Hate or Lady Stay Dead?",Lady Stay Dead,Lady Stay Dead,1.0,1.0,False,missing_entities,6,1.0,4,0.75,0.25,False,False,False,12 January 1899 | 19 April 1940 | Lady Stay Dead | Lewis D. Collins | Terry Bourke | The Brand of Hate,,True,repair_residual_gap,30,30,7
befd140a088511ebbd6dac1f6bf848b6,bridge_comparison,"Which film has the director who is older than the other, The Burning Moon or Ana And The Wolves? ",Ana And The Wolves,Ana And The Wolves,1.0,1.0,False,missing_entities,7,1.0,4,0.75,0.0,False,False,False,1 April 1969 | 4 January 1932 | Ana And The Wolves | Ana and the Wolves | Carlos Saura | Olaf Ittenbach | The Burning Moon,,True,repair_residual_gap,38,38,7
5df2d970087a11ebbd67ac1f6bf848b6,bridge_comparison,"Which film has the director who was born later, Three Kinds Of Heat or Stop The Wedding?",Stop The Wedding,Stop The Wedding,1.0,1.0,False,missing_entities,7,0.8571428571428571,4,0.75,0.0,False,False,False,"Anne Wheeler | Leslie Stevens | September 23, 1946 | Stop The Wedding | Stop the Wedding | Three Kinds of Heat","February 3, 1924",True,repair_residual_gap,43,43,4
e2e113160bdd11eba7f7acde48001122,compositional,What is the award that the director of film Chantilly Lace (Film) got?,Emmys,Emmys,1.0,1.0,True,complete,3,1.0,2,1.0,0.5,True,False,True,Chantilly Lace | Emmys | Linda Yellen,,False,not_attempted,0,0,0
89760bc40bb011ebab90acde48001122,inference,Who is Prince Jean Of Luxembourg's mother?,Princess Joséphine Charlotte of Belgium,Princess Joséphine-Charlotte of Belgium,0.0,0.6667,False,missing_entities,3,1.0,2,0.5,0.0,False,False,True,"Jean, Grand Duke of Luxembourg | Prince Jean of Luxembourg | Princess Joséphine Charlotte of Belgium",,True,repair_residual_gap,8,8,1
a08505d20bdc11eba7f7acde48001122,compositional,Who is the father of the director of film Red 2 (Film)?,Aldo Parisot,Aldo Parisot,1.0,1.0,True,complete,3,1.0,2,0.5,0.0,False,False,False,Aldo Parisot | Dean Parisot | Red 2,,True,repair_to_complete,5,5,1
