qid,question,gold,current,current_rule,current_em,current_f1,best_answer,best_source,best_field,best_em,best_f1,classification,exact_candidate_sources
5adfee9c55429906c02daa8a,The music magazine launched by Rob Stone and Jon Cohen that interviewed CupcakKe about her album Audacious in September was the first print publication to be released where?,on iTunes.,on iTunes,current_v4,1,1.0000,on iTunes,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=on iTunes | hotpot1000_comagraag_body_selector_v4:prediction=on iTunes | hotpot1000_comagraag_body_selector_v4:current_answer=on iTunes | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=on iTunes | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=on iTunes
5ae33fa95542990afbd1e0f2,Did Minersville School District v. Gobitis and Gravel v. United States occur in the same decade?,no,no,current_v4,1,1.0000,no,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=no | hotpot1000_comagraag_body_selector_v4:prediction=no | hotpot1000_comagraag_body_selector_v4:current_answer=no | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=no | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=no
5ab7fa4f5542993667794080,Which of the following was founded in 2003: University of Arizona or Presbyterian University College?,Presbyterian University College,Presbyterian University College,current_v4,1,1.0000,Presbyterian University College,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=Presbyterian University College | hotpot1000_comagraag_body_selector_v4:prediction=Presbyterian University College | hotpot1000_comagraag_body_selector_v4:current_answer=Presbyterian University College | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=Presbyterian University College | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=Presbyterian University College
5a70f0a75542994082a3e403,"Which dialect spoken in the province of Scania calls Spettekaka, ""spiddekaga""?",Scanian dialects,Scanian dialect,current_v4,0,0.5000,Scanian dialect,hotpot1000_comagraag_body_selector_v4,answer,0,0.5000,partial_candidate_no_improvement,
5ae74eeb5542991bbc9761e1,"What's the familiar short name of Polyethylene terephthalate, a material used by bottle makers such as Ecopack of Pakistan?",PET,PET,current_v4,1,1.0000,PET,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=PET | hotpot1000_comagraag_body_selector_v4:prediction=PET | hotpot1000_comagraag_body_selector_v4:current_answer=PET | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=PET | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=PET
5ab71b5c5542991d3222377e,What is a luxury goods company long Northern Boulevard in the Miracle Mile?,Gucci,Americana Manhasset,current_v4,0,0.0000,Americana Manhasset,hotpot1000_comagraag_body_selector_v4,answer,0,0.0000,no_candidate_overlap,
5ab96c93554299743d22eb63,Which of the cities of Dujiangyan City and Ezhou has the larger population according to their latest census ?,Ezhou,Dujiangyan City,current_v4,0,0.0000,Dujiangyan City,hotpot1000_comagraag_body_selector_v4,answer,0,0.0000,no_candidate_overlap,
5abd4f2e5542993062266c4b,"Which plant is indigenous to the western hemisphere, Stephanocereus or Nepenthes?",Stephanocereus,Stephanocereus,current_v4,1,1.0000,Stephanocereus,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=Stephanocereus | hotpot1000_comagraag_body_selector_v4:prediction=Stephanocereus | hotpot1000_comagraag_body_selector_v4:current_answer=Stephanocereus | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=Stephanocereus | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=Stephanocereus
5ac24ad7554299636651995a,"Which was Disney's 2nd animated production, Pinocchio or Home on the Range?",Pinocchio,Pinocchio,current_v4,1,1.0000,Pinocchio,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=Pinocchio | hotpot1000_comagraag_body_selector_v4:prediction=Pinocchio | hotpot1000_comagraag_body_selector_v4:current_answer=Pinocchio | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=Pinocchio | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=Pinocchio
5ae0432a55429924de1b7081,Were Rosario Castellanos and Lucy Maud Montgomery both authors?,yes,yes,current_v4,1,1.0000,yes,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=yes | hotpot1000_comagraag_body_selector_v4:prediction=yes | hotpot1000_comagraag_body_selector_v4:current_answer=yes | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=yes | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=yes
5a887898554299206df2b2a2,Are Broughtonia and Perilla both types of mint?,no,no,current_v4,1,1.0000,no,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=no | hotpot1000_comagraag_body_selector_v4:prediction=no | hotpot1000_comagraag_body_selector_v4:current_answer=no | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=no | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=no
5a861ea85542994775f60700,Were Robert Holdstock and H. L. Mencken both known for being satirists?,no,no,current_v4,1,1.0000,no,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=no | hotpot1000_comagraag_body_selector_v4:prediction=no | hotpot1000_comagraag_body_selector_v4:current_answer=no | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=no | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=no
5ae457a95542996836b02c85,Who directed and wrote the 2016 film featuring the voice of Townsend Coleman?,Garth Jennings,Peter Ramsey and Chris McKay,current_v4,0,0.0000,Peter Ramsey and Chris McKay,hotpot1000_comagraag_body_selector_v4,answer,0,0.0000,no_candidate_overlap,
5a8f799d55429918e830d22d,"Which genus has the most number of species, Myrsine or Styrax?",Myrsine,Myrsine,current_v4,1,1.0000,Myrsine,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=Myrsine | hotpot1000_comagraag_body_selector_v4:prediction=Myrsine | hotpot1000_comagraag_body_selector_v4:current_answer=Myrsine | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=Myrsine | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=Myrsine
5a8cc08455429941ae14deea,"What country is the singer from, who duets with Dave Hemingway on the song ""A Little Time""?",Northern Irish,England,current_v4,0,0.0000,England,hotpot1000_comagraag_body_selector_v4,answer,0,0.0000,no_candidate_overlap,
5ae6fee3554299572ea54670,The player who defeated Johnny Majors for the Heisman Trophy in 1956 was born in what year?,1935,1937,current_v4,0,0.0000,"May 21, 1935",hotpot1000_comagraag_type_aware_candidate_reader_pilot20,deterministic_candidates,0,0.5000,partial_candidate_improves_f1,
5abdff775542993f32c2a082,At what theater is the composer and lyricist for the musical Big Fish a residential artist?,Ars Nova Theater,The Guthrie Theater,current_v4,0,0.4000,The Guthrie Theater,hotpot1000_comagraag_body_selector_v4,answer,0,0.4000,partial_candidate_no_improvement,
5a7a70b355429941d65f2647,"Who was born later, Jerry Garcia or Joe Gooch?",Joe Gooch,Joe Gooch,current_v4,1,1.0000,Joe Gooch,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=Joe Gooch | hotpot1000_comagraag_body_selector_v4:prediction=Joe Gooch | hotpot1000_comagraag_body_selector_v4:current_answer=Joe Gooch | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=Joe Gooch | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=Joe Gooch
5a87bada5542994846c1cddc,In which city are the headquarters of the American research and scientific development company where Ravi Sethi worked as computer scientist located?,Murray Hill,Murray Hill,current_v4,1,1.0000,Murray Hill,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=Murray Hill | hotpot1000_comagraag_body_selector_v4:prediction=Murray Hill | hotpot1000_comagraag_body_selector_v4:current_answer=Murray Hill | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=Murray Hill | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=Murray Hill
5abaad5855429901930fa88f,How many more singles titles did Kim Warwick win than Jorge Lozano?,three singles titles,three,current_v4,0,0.5000,three,hotpot1000_comagraag_body_selector_v4,answer,0,0.5000,partial_candidate_no_improvement,
5ae55d1e55429960a22e02cb,"When was the host of ""British Academy Television Awards 2009"" born? ",4 April 1963,1963,current_v4,0,0.5000,1963,hotpot1000_comagraag_body_selector_v4,answer,0,0.5000,partial_candidate_no_improvement,
5a7ce100554299683c1c63b5,"Who is younger, Terry Glaze or Hayley Williams?",Hayley Williams,Hayley Williams,current_v4,1,1.0000,Hayley Williams,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=Hayley Williams | hotpot1000_comagraag_body_selector_v4:prediction=Hayley Williams | hotpot1000_comagraag_body_selector_v4:current_answer=Hayley Williams | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=Hayley Williams | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=Hayley Williams
5add60905542995b365fab1d,What do Victor Salva and Emilio Fernández have in common?,director and screenwriter.,Both are film directors.,current_v4,0,0.0000,Both are film directors.,hotpot1000_comagraag_body_selector_v4,answer,0,0.0000,no_candidate_overlap,
5ac4f9db55429924173fb532,Tritonia and Phyteuma are both names for a what of plants?,genus,genus,current_v4,1,1.0000,genus,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=genus | hotpot1000_comagraag_body_selector_v4:prediction=genus | hotpot1000_comagraag_body_selector_v4:current_answer=genus | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=genus | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=genus
5adf043b5542993a75d263d4,Which American cable news and talk radio host was the former GOP representative,Charles Joseph,Joe Scarborough,current_v4,0,0.0000,Joe Scarborough,hotpot1000_comagraag_body_selector_v4,answer,0,0.0000,no_candidate_overlap,
5a8ad6db55429950cd6afba7,What field of study is related to Ovamir Anjum's work and is known as Islamic mysticism?,Sufism,Sufism,current_v4,1,1.0000,Sufism,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=Sufism | hotpot1000_comagraag_body_selector_v4:prediction=Sufism | hotpot1000_comagraag_body_selector_v4:current_answer=Sufism | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=Sufism | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=Sufism
5adfed5e55429942ec259b92,What city does the company that owns Bumble and bumble have its headquarters in?,New York City,New York City,current_v4,1,1.0000,New York City,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=New York City | hotpot1000_comagraag_body_selector_v4:prediction=New York City | hotpot1000_comagraag_body_selector_v4:current_answer=New York City | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=New York City | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=New York City
5a8f51185542992414482a3d,The primary jockey of Binocular was Champion Jockey how many consecutive times?,20,20,current_v4,1,1.0000,20,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=20 | hotpot1000_comagraag_body_selector_v4:prediction=20 | hotpot1000_comagraag_body_selector_v4:current_answer=20 | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=20 | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=20
5a893fc855429951533612f0,Are the Chien Français Blanc et Orange and Cretan Hound both used for hunting in packs?,no,yes,current_v4,0,0.0000,no,hotpot1000_comagraag_evidence_aug_deterministic_candidates,deterministic_candidates,1,1.0000,selector_miss_exact_candidate,hotpot1000_comagraag_evidence_aug_deterministic_candidates:deterministic_candidates=no | hotpot1000_comagraag_type_aware_candidate_reader_pilot20:deterministic_candidates=no | hotpot1000_comagraag_two_stage_clean_pilot50:deterministic_candidates=no
5ae34a225542992e3233c370,Did the playwrights Eugène Ionesco and Paul Scott live during the same time period?,yes,no,current_v4,0,0.0000,yes,hotpot1000_comagraag_evidence_aug_deterministic_candidates,deterministic_candidates,1,1.0000,selector_miss_exact_candidate,hotpot1000_comagraag_evidence_aug_deterministic_candidates:deterministic_candidates=yes | hotpot1000_comagraag_type_aware_candidate_reader_pilot20:deterministic_candidates=yes | hotpot1000_comagraag_two_stage_clean_pilot50:deterministic_candidates=yes
5a7e08b55542997cc2c474fe,What current NHL team owner played for the team that won the Stanley cup in 1992?,Mario Lemieux,Peter Karmanos Jr.,current_v4,0,0.0000,Peter Karmanos Jr.,hotpot1000_comagraag_body_selector_v4,answer,0,0.0000,no_candidate_overlap,
5ac1b8ee5542994d76dccedc,"Which filmmaker was known for animation, Lev Yilmaz or Pamela B. Green?",Levni Yilmaz,neither,current_v4,0,0.0000,neither,hotpot1000_comagraag_body_selector_v4,answer,0,0.0000,no_candidate_overlap,
5a74bdce55429929fddd84e1,Who died last Vladimir Arnold or Georg Cantor?,Vladimir Igorevich Arnold,Vladimir Arnold,current_v4,0,0.8000,Vladimir Arnold,hotpot1000_comagraag_body_selector_v4,answer,0,0.8000,partial_candidate_no_improvement,
5a81028b55429938b614228a,"For which film did the Director team with NASA scientists, Aliens of the Deep or Poetry in Motion?",Aliens of the Deep,Aliens of the Deep,current_v4,1,1.0000,Aliens of the Deep,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=Aliens of the Deep | hotpot1000_comagraag_body_selector_v4:prediction=Aliens of the Deep | hotpot1000_comagraag_body_selector_v4:current_answer=Aliens of the Deep | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=Aliens of the Deep | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=Aliens of the Deep
5ac3d4b6554299204fd21e93,"Which magazine is focused more on the adult demographic, Jack and Jill or Paper?",Paper,Paper,current_v4,1,1.0000,Paper,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=Paper | hotpot1000_comagraag_body_selector_v4:prediction=Paper | hotpot1000_comagraag_body_selector_v4:current_answer=Paper | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=Paper | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=Paper
5a72f74a55429901807daf59,"Which American comedian born on March 21, 1962, appeared in the movie ""Sleepless in Seattle?""",Rosie O'Donnell,Rosie O'Donnell,current_v4,1,1.0000,Rosie O'Donnell,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=Rosie O'Donnell | hotpot1000_comagraag_body_selector_v4:prediction=Rosie O'Donnell | hotpot1000_comagraag_body_selector_v4:current_answer=Rosie O'Donnell | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=Rosie O'Donnell | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=Rosie O'Donnell
